;age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
39432;48;0;1;5;0;2;0;0;0;1;333;1;7;1;2;-1.8;93.749;-34.6;0.642;5008.7;1
23757;51;0;0;6;1;2;0;0;1;2;24;7;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
4282;39;7;0;3;0;2;0;1;6;3;90;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
3126;31;2;2;2;0;0;0;1;6;2;183;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
39544;29;7;2;7;0;2;0;0;0;2;226;2;999;0;1;-1.8;93.749;-34.6;0.659;5008.7;1
39373;20;7;2;7;0;0;0;0;5;1;150;3;3;3;2;-1.8;93.369;-34.8;0.635;5008.7;0
30858;31;10;2;6;0;2;0;0;6;3;11;9;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
3888;28;1;1;2;0;0;0;1;6;0;90;7;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
2251;25;7;1;3;0;2;0;1;6;3;530;7;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
32356;52;7;1;3;0;2;0;0;6;0;121;1;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
1690;31;9;1;5;0;0;0;1;6;0;114;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
18806;35;0;1;6;0;0;0;0;3;2;19;10;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
26714;32;0;2;6;0;0;0;1;7;2;65;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
13794;26;9;1;6;0;0;0;1;3;2;270;7;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
26716;46;1;1;1;0;0;0;0;7;2;123;3;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
28811;42;2;1;2;0;0;2;0;0;2;127;2;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
19322;50;10;1;3;1;2;0;0;1;4;344;2;999;0;1;1.4;93.444;-36.1;4.967;5228.1;0
23176;33;0;1;6;0;0;0;0;1;3;75;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
24303;46;9;1;5;0;2;0;0;7;1;110;1;999;1;0;-0.1;93.2;-42.0;4.191;5195.8;0
26801;49;7;1;0;0;0;0;0;7;2;106;2;999;1;0;-0.1;93.2;-42.0;4.076;5195.8;0
39905;36;4;1;6;0;0;0;0;4;3;867;1;3;2;2;-1.7;94.055;-39.8;0.737;4991.6;1
3669;32;7;1;3;0;0;2;1;6;0;270;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
38418;54;0;0;6;0;2;0;0;8;4;164;2;6;2;2;-3.4;92.431;-26.9;0.735;5017.5;0
23718;49;7;0;3;0;2;0;0;1;2;99;17;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
33536;43;1;1;2;0;2;2;0;6;3;317;2;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
1640;31;1;1;2;0;0;0;1;6;0;93;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
20054;33;9;1;5;0;2;2;0;1;1;106;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
6279;43;0;1;3;0;0;2;1;6;3;315;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
1958;37;2;2;6;0;0;0;1;6;0;180;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
37932;26;8;2;7;0;0;0;0;9;2;81;1;999;1;0;-3.4;92.379;-29.8;0.809;5017.5;0
39567;20;8;2;7;0;2;2;0;0;0;180;2;999;0;1;-1.8;93.749;-34.6;0.663;5008.7;0
24097;47;4;0;6;0;0;0;1;7;3;74;1;999;0;1;-0.1;93.2;-42.0;4.343;5195.8;0
373;22;1;2;2;0;2;0;1;6;3;195;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
31108;53;1;1;5;1;0;2;0;6;4;595;5;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
17563;53;4;0;3;0;0;0;0;3;1;121;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
9025;36;4;0;5;0;0;0;1;4;2;115;2;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
33083;28;0;1;6;0;0;0;0;6;3;72;3;999;1;0;-1.8;92.893;-46.2;1.291;5099.1;0
39467;25;6;2;7;0;0;0;0;0;1;131;2;999;1;0;-1.8;93.749;-34.6;0.643;5008.7;0
30486;66;4;1;6;0;0;0;0;6;1;98;4;3;1;2;-1.8;92.893;-46.2;1.354;5099.1;0
10181;43;1;0;2;0;0;0;1;4;2;190;2;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
37041;44;9;2;5;0;2;0;0;3;3;112;2;999;0;1;-2.9;92.469;-33.6;1.044;5076.2;0
10655;50;0;1;6;1;2;0;1;4;3;93;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
9842;56;9;1;0;1;0;0;1;4;4;458;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
23121;40;0;2;3;0;2;0;0;1;3;168;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
36228;35;1;2;5;0;0;0;0;4;1;71;1;999;0;1;-2.9;92.963;-40.8;1.266;5076.2;0
17286;32;0;2;3;0;2;0;1;3;0;143;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
39506;25;0;2;6;0;0;2;0;0;0;207;1;999;0;1;-1.8;93.749;-34.6;0.645;5008.7;0
40694;31;8;2;7;0;2;0;1;9;1;69;1;999;0;1;-1.1;94.199;-37.5;0.879;4963.6;0
14106;43;0;1;3;0;0;0;0;3;1;41;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
40123;29;0;1;6;0;1;1;0;3;3;311;1;3;1;2;-1.7;94.215;-40.3;0.835;4991.6;1
21347;34;9;2;3;0;2;0;0;1;1;119;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
33313;35;1;1;2;0;2;0;0;6;3;74;3;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
24248;36;4;1;6;0;0;0;0;7;1;84;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
11470;37;3;1;3;0;0;2;1;4;0;31;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
9722;42;1;2;2;0;0;0;1;4;1;306;5;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
164;39;7;0;3;1;0;0;1;6;1;2033;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
29157;34;2;1;6;0;2;2;1;0;0;130;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
37529;57;0;2;3;0;2;0;0;1;2;479;1;999;0;1;-2.9;92.201;-31.4;0.873;5076.2;1
37383;60;4;1;6;0;0;0;0;1;4;159;4;999;0;1;-2.9;92.201;-31.4;0.879;5076.2;0
560;41;1;1;0;0;0;0;1;6;3;189;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
40985;47;0;2;6;0;0;0;0;8;1;767;3;999;0;1;-1.1;94.601;-49.5;1.0;4963.6;1
8439;32;0;2;6;1;0;0;1;4;3;56;12;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
10984;42;4;1;6;0;0;0;1;4;4;50;2;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
14843;31;0;2;3;0;2;0;0;3;4;183;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
37131;51;4;1;6;0;2;0;0;1;3;138;1;999;0;1;-2.9;92.201;-31.4;0.884;5076.2;0
38798;62;3;1;6;0;2;0;0;7;2;237;1;3;3;2;-3.4;92.649;-30.1;0.714;5017.5;0
2692;41;4;1;7;1;2;0;1;6;4;70;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
34204;58;3;1;0;0;0;0;1;6;4;689;2;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;1
38457;22;8;2;2;0;0;0;0;8;0;221;2;6;1;2;-3.4;92.431;-26.9;0.73;5017.5;1
2402;29;0;2;2;1;0;0;1;6;3;255;5;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
37572;46;9;1;5;0;2;0;0;1;0;182;6;999;1;0;-2.9;92.201;-31.4;0.869;5076.2;1
364;46;0;1;6;0;2;0;1;6;3;158;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
2501;50;7;1;7;1;0;0;1;6;3;144;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
16393;24;7;2;2;0;0;0;0;3;4;105;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
1727;33;9;1;5;0;0;0;1;6;0;205;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
8051;39;4;1;1;1;0;0;1;4;1;156;5;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
15376;27;7;2;3;0;2;0;0;3;0;71;3;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
31102;41;2;1;0;0;0;2;0;6;4;767;1;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;1
10916;29;4;1;6;0;0;0;1;4;4;973;1;999;0;1;1.4;94.465;-41.8;4.962;5228.1;1
21252;36;6;1;3;1;2;0;0;1;1;114;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
9265;39;10;1;6;0;0;0;1;4;0;212;1;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
20438;31;0;2;6;0;0;0;0;1;3;507;1;999;0;1;1.4;93.444;-36.1;4.966;5228.1;1
25810;32;0;2;3;0;2;2;0;7;4;76;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
6025;29;1;2;2;0;2;0;1;6;3;330;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
28847;50;7;2;1;1;0;0;0;0;2;169;1;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
12821;26;1;1;2;1;0;0;0;3;3;90;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
2738;43;7;1;3;0;0;0;1;6;4;124;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
3625;37;9;2;6;0;0;0;1;6;0;132;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
10392;39;0;2;3;0;2;0;1;4;1;358;1;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
31071;38;0;1;3;0;2;0;0;6;4;197;1;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
2744;27;0;2;3;0;2;0;1;6;4;1328;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;1
19022;48;9;0;5;0;0;0;0;1;3;69;1;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
15763;47;7;0;2;1;0;0;0;3;1;678;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
29687;47;9;1;3;1;0;0;0;0;1;222;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
16139;29;9;1;5;0;0;0;0;3;3;156;3;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
21364;43;6;1;6;1;2;2;0;1;1;127;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
36989;35;0;2;3;0;2;0;0;3;0;147;2;14;2;0;-2.9;92.469;-33.6;1.059;5076.2;0
3445;40;1;2;0;1;0;0;1;6;2;487;4;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
26409;31;1;2;0;0;0;0;0;7;2;148;6;999;1;0;-0.1;93.2;-42.0;4.076;5195.8;0
11320;56;5;1;0;0;0;0;1;4;2;92;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
15100;47;1;1;0;1;0;0;0;3;2;136;2;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
36780;52;2;1;3;0;2;0;0;4;0;177;3;999;0;1;-2.9;92.963;-40.8;1.268;5076.2;0
10751;40;2;1;0;1;2;0;1;4;3;76;6;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
7733;47;2;1;6;1;2;0;1;6;0;96;8;999;0;1;1.1;93.994;-36.4;4.864;5191.0;0
11059;43;1;2;2;0;2;0;1;4;4;354;21;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
1413;37;1;1;0;0;2;0;1;6;2;151;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
1470;39;7;0;3;0;2;0;1;6;2;956;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
21917;51;0;1;6;0;2;0;0;1;4;122;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
38854;25;0;2;6;0;2;0;1;7;1;107;2;999;0;1;-3.4;92.649;-30.1;0.714;5017.5;0
664;46;1;1;1;1;2;0;1;6;3;467;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
11474;37;9;1;1;0;2;0;1;4;0;27;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
30871;49;1;1;5;0;0;0;0;6;3;325;2;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
29993;65;6;1;5;0;0;0;1;0;3;110;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
11350;38;9;1;2;0;0;0;1;4;2;129;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
34055;42;1;1;0;1;0;0;1;6;4;276;2;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
40603;51;10;1;3;0;2;2;0;9;0;240;3;999;0;1;-1.1;94.199;-37.5;0.883;4963.6;0
26405;32;9;2;6;0;1;1;0;7;2;26;1;999;1;0;-0.1;93.2;-42.0;4.076;5195.8;0
20917;32;0;2;6;0;2;0;0;1;2;159;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
6618;49;4;0;6;0;0;0;1;6;4;675;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
21332;40;9;1;3;0;0;0;0;1;1;304;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
10393;51;1;1;2;1;2;0;1;4;1;254;1;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
34271;22;8;2;3;0;2;0;1;6;2;9;6;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
33901;29;0;1;6;0;0;0;0;6;4;155;2;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
38916;53;11;1;2;0;0;2;0;7;4;242;1;999;1;0;-3.4;92.649;-30.1;0.716;5017.5;0
21350;32;9;2;5;0;2;0;0;1;1;87;5;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
11108;27;0;1;6;0;1;1;1;4;2;240;6;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
34082;36;0;2;6;0;2;0;0;6;4;177;3;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
10002;25;1;2;0;0;0;0;1;4;4;107;19;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
17135;51;9;0;5;0;0;0;0;3;0;63;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
24501;52;2;2;6;1;2;0;0;7;1;472;2;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
16802;27;4;2;6;0;0;0;0;3;2;528;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
32659;32;9;2;5;0;2;0;0;6;1;183;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
36258;31;7;1;2;0;2;0;0;4;1;326;1;999;0;1;-2.9;92.963;-40.8;1.266;5076.2;1
34944;43;1;1;3;0;2;0;0;6;0;48;1;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
3849;56;2;1;6;0;2;0;1;6;0;428;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
4003;39;3;1;6;0;0;0;1;6;1;237;1;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
28285;27;9;2;2;0;0;2;0;0;4;335;2;999;0;1;-1.8;93.075;-47.1;1.445;5099.1;0
28993;41;1;1;2;1;0;2;0;0;0;251;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
3069;41;6;2;6;0;2;0;1;6;4;318;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
2826;47;1;1;2;0;2;0;1;6;4;224;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
4731;37;9;2;6;0;0;0;1;6;4;494;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
25396;34;9;1;2;0;0;0;0;7;3;106;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
35218;29;1;2;2;0;2;0;0;6;0;372;2;12;1;2;-1.8;92.893;-46.2;1.25;5099.1;0
33508;35;0;2;6;0;2;0;0;6;3;255;2;999;1;0;-1.8;92.893;-46.2;1.291;5099.1;0
22206;54;3;1;5;0;2;2;0;1;2;243;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
608;37;1;1;2;1;0;0;1;6;3;258;5;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
25419;37;9;1;5;0;2;0;0;7;3;400;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
23379;44;9;1;5;0;0;2;0;1;4;85;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
10421;34;0;1;6;0;2;0;1;4;1;14;14;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
12568;55;0;0;6;1;2;0;0;3;1;849;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;1
9913;30;0;2;6;0;2;0;1;4;4;148;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
38540;54;5;1;0;0;0;2;0;8;2;164;2;999;0;1;-3.4;92.431;-26.9;0.722;5017.5;1
40763;30;9;2;6;0;0;0;0;9;2;327;2;999;0;1;-1.1;94.199;-37.5;0.879;4963.6;1
8267;29;7;2;6;1;0;2;1;4;3;235;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
26332;29;3;1;3;0;0;0;0;7;2;99;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
24731;37;2;1;6;1;2;0;0;7;1;1012;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
15304;41;1;1;0;0;2;0;0;3;0;138;3;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
15813;48;7;0;3;0;2;0;0;3;1;200;2;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
11477;47;11;1;7;1;2;0;1;4;0;141;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
18225;29;9;1;6;0;2;0;0;3;4;115;5;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
29465;40;1;1;0;0;0;0;0;0;1;1550;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
22052;31;9;2;6;0;0;0;0;1;4;559;3;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
10060;36;2;1;3;0;0;2;1;4;2;91;1;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
275;50;1;1;2;1;0;0;1;6;1;463;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
33590;53;9;1;5;0;2;0;0;6;3;57;2;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
33787;49;1;1;2;1;0;0;0;6;4;116;4;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
10441;57;7;0;3;0;0;0;1;4;1;168;1;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
27374;55;5;2;6;1;0;0;0;7;0;1199;3;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
38887;31;0;2;6;0;2;0;0;7;3;168;2;999;0;1;-3.4;92.649;-30.1;0.715;5017.5;0
2380;51;9;1;5;1;0;0;1;6;3;20;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
37042;31;0;2;3;0;2;0;0;3;4;167;1;999;1;0;-2.9;92.469;-33.6;1.029;5076.2;1
6445;49;1;1;2;0;2;0;1;6;4;102;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
12990;55;7;1;1;1;2;0;0;3;3;326;6;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
34012;49;4;2;5;0;0;0;0;6;4;248;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
21046;31;9;2;3;0;2;0;0;1;2;170;3;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
18696;55;5;1;2;1;2;0;0;3;2;55;8;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
5303;43;1;1;0;1;2;0;1;6;0;345;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
27160;46;9;0;6;0;2;0;0;7;0;796;5;999;1;0;-0.1;93.2;-42.0;4.021;5195.8;1
8984;50;9;1;5;0;0;0;1;4;2;158;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
2797;41;9;1;2;0;0;0;1;6;4;351;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
40968;65;5;1;0;0;0;0;0;8;0;187;2;7;3;2;-1.1;94.601;-49.5;0.993;4963.6;1
214;39;1;1;5;1;2;0;1;6;1;471;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
26612;51;9;1;5;0;2;0;0;7;2;123;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
318;42;1;1;2;0;0;0;1;6;1;173;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
9187;42;5;1;2;1;0;0;1;4;0;42;1;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
17715;46;0;2;6;0;2;2;0;3;3;146;1;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
12801;33;1;2;2;0;2;2;0;3;3;367;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
40429;30;9;2;5;0;0;0;1;1;1;6;1;999;0;1;-1.7;94.027;-38.3;0.904;4991.6;0
15363;35;1;1;2;0;0;0;0;3;0;222;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
8236;37;0;2;3;0;2;0;1;4;3;384;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
30297;46;0;1;1;0;0;0;0;0;2;278;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;1
30317;34;0;2;5;0;0;0;1;0;2;130;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;0
36125;30;9;1;5;0;0;0;0;6;4;188;2;999;0;1;-1.8;92.893;-46.2;1.27;5099.1;0
20358;52;3;1;1;0;2;0;0;1;3;106;1;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
34103;27;9;2;5;0;2;0;0;6;4;38;3;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
1977;35;9;0;5;0;0;2;1;6;0;102;3;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
9970;43;9;2;5;0;2;0;1;4;4;184;3;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
29263;75;3;0;0;0;0;0;0;0;0;95;4;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
8576;30;1;1;3;0;0;0;1;4;4;301;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
26800;46;2;0;2;0;2;0;0;7;2;201;4;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
31181;48;9;1;5;1;2;0;0;6;4;274;1;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
5717;41;10;1;6;1;0;0;1;6;1;729;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
2016;50;1;1;2;1;2;0;1;6;1;192;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
26987;33;0;1;6;0;0;0;0;7;2;139;3;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
36040;35;4;2;6;0;0;0;0;6;3;68;1;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
26920;29;7;1;3;1;2;0;0;7;2;441;4;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
9647;31;1;1;0;0;2;2;1;4;1;240;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
13740;38;1;1;1;1;2;0;0;3;2;129;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
13;57;3;0;0;0;2;0;1;6;1;293;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
29372;41;1;1;2;1;2;0;0;0;0;1038;2;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
36578;56;4;1;6;0;2;0;1;4;4;218;5;999;0;1;-2.9;92.963;-40.8;1.26;5076.2;0
40353;21;8;2;3;0;2;0;0;1;3;326;2;999;1;0;-1.7;94.027;-38.3;0.899;4991.6;0
6780;49;3;1;0;1;2;0;1;6;4;158;10;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
40059;58;0;1;3;0;2;0;0;3;2;214;4;999;2;0;-1.7;94.215;-40.3;0.81;4991.6;0
29954;32;7;1;3;0;2;2;0;0;1;6;6;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
1600;39;10;1;3;0;0;0;1;6;0;241;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
13185;31;9;1;5;0;2;0;0;3;4;225;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
9004;46;4;1;1;1;0;0;1;4;2;90;2;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
40648;26;0;2;6;0;2;0;0;9;3;201;1;999;0;1;-1.1;94.199;-37.5;0.881;4963.6;1
20318;57;3;1;2;1;2;0;0;1;1;164;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
14;35;1;1;1;0;2;0;1;6;1;146;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
10100;35;1;1;1;0;2;0;1;4;2;64;6;999;0;1;1.4;94.465;-41.8;4.958;5228.1;0
6993;56;1;1;0;1;1;1;1;6;2;137;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
19683;52;9;1;5;0;2;0;0;1;2;88;3;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
36902;58;5;1;5;0;2;2;1;4;1;100;2;999;0;1;-2.9;92.963;-40.8;1.215;5076.2;0
22571;47;1;1;2;0;0;0;0;1;0;27;11;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
12;29;1;2;3;0;0;2;1;6;1;137;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
4641;47;1;1;1;0;0;0;1;6;4;317;1;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
1219;40;9;1;6;1;0;0;1;6;2;66;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
27890;31;0;1;6;0;2;0;0;5;3;170;3;999;0;1;-1.8;92.843;-50.0;1.556;5099.1;1
2721;46;1;1;0;1;0;0;1;6;4;421;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
14369;43;10;1;3;0;2;0;0;3;1;745;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
26543;33;1;1;2;0;0;2;0;7;2;200;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
25271;31;9;2;6;0;0;0;0;7;3;171;2;999;1;0;-0.1;93.2;-42.0;4.153;5195.8;0
33591;38;0;0;6;0;0;0;0;6;3;225;3;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
3207;45;11;1;7;0;0;2;1;6;2;93;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
6238;40;5;1;5;0;0;0;1;6;3;140;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
31611;43;1;1;1;0;2;0;0;6;2;393;1;999;1;0;-1.8;92.893;-46.2;1.327;5099.1;0
38044;57;4;1;0;0;2;0;0;9;0;122;2;999;1;0;-3.4;92.379;-29.8;0.773;5017.5;0
550;39;0;2;6;0;0;0;1;6;3;424;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
5496;29;7;2;3;0;0;0;1;6;1;207;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
27097;47;4;1;6;0;0;0;0;7;0;107;2;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
